"","id","test_idx"
"455",199,187
"456",200,187
"457",201,187
"458",202,187
"459",203,187
"460",204,187
"461",205,187
"462",206,187
"463",207,187
"464",208,187
"465",209,187
"466",210,187
"467",211,177
"468",212,151
"469",213,151
"470",214,151
"471",215,151
"472",216,151
"473",217,151
"474",218,139
"475",219,188
"476",220,163
"477",221,182
"478",222,139
"479",223,182
"480",224,139
"481",225,184
"482",226,184
"483",227,139
"484",228,188
"485",229,127
"486",230,139
"487",231,189
"488",232,170
"489",233,170
"490",234,170
"491",235,139
"492",236,127
"493",237,189
"494",238,189
"495",239,187
"496",240,187
"497",241,187
"498",242,139
"499",243,182
"500",244,187
"501",245,161
"502",246,161
"503",247,162
"504",248,139
"505",249,139
"506",250,139
"507",251,139
"508",252,139
"509",253,187
"510",254,139
"511",255,139
"512",256,139
"513",257,139
"514",258,175
"515",259,175
"516",260,175
"517",261,139
"518",262,187
"519",263,188
"520",264,188
"521",265,188
"522",266,187
"523",267,187
"524",268,187
"525",269,187
"526",270,188
"527",271,187
"528",272,186
"529",273,188
"530",274,188
"531",275,187
"532",276,188
"533",277,188
"534",278,188
"535",279,187
"536",280,139
"537",281,139
"538",282,188
"539",283,139
"540",284,139
"541",285,188
"542",286,188
"543",287,188
"544",288,188
"545",289,188
"546",290,139
"547",291,188
"548",292,186
"549",293,138
"550",294,120
"551",295,187
"552",296,187
"553",297,187
"554",298,189
"555",299,187
"556",300,187
"557",301,186
"558",302,187
"559",303,187
"560",304,187
"561",305,184
"562",306,188
"563",307,188
"564",308,189
"565",309,189
"566",310,189
"567",311,189
"568",312,189
"569",313,189
"570",314,189
"571",315,189
"572",316,189
"573",317,189
"574",318,189
"575",319,189
"576",320,188
"577",321,188
"578",322,185
"579",323,189
"580",324,189
"581",325,189
"582",326,189
"583",327,189
"584",328,189
"585",329,189
"586",330,189
"587",331,189
"588",332,187
"589",333,189
"590",334,187
"591",1,429
"592",2,429
"593",3,429
"594",4,429
"595",5,429
"596",6,429
"597",7,429
"598",8,429
"599",9,429
"600",10,429
"601",11,429
"602",12,429
"603",13,429
"604",14,429
"605",15,429
"606",16,429
"607",17,429
"608",18,429
"609",19,429
"610",20,429
"611",21,429
"612",22,429
"613",23,429
"614",24,429
"615",25,429
"616",26,429
"617",27,429
"618",28,429
"619",29,429
"620",30,429
"621",31,429
"622",32,429
"623",33,429
"624",34,429
"625",35,429
"626",36,429
"627",37,429
"628",38,429
"629",39,429
"630",40,429
"631",41,429
"632",42,429
"633",43,429
"634",44,429
"635",45,429
"636",46,429
"637",47,429
"638",48,429
"639",49,429
"640",50,429
"641",51,429
"642",52,429
"643",53,429
"644",54,429
"645",55,429
"646",56,429
"647",57,429
"648",58,429
"649",59,429
"650",60,429
"651",61,427
"652",62,429
"653",63,429
"654",64,429
"655",65,429
"656",66,429
"657",67,429
"658",68,429
"659",69,429
"660",70,429
"661",71,429
"662",72,429
"663",73,429
"664",74,429
"665",75,429
"666",76,429
"667",77,429
"668",78,429
"669",79,429
"670",80,429
"671",81,429
"672",82,429
"673",83,429
"674",84,429
"675",85,429
"676",86,429
"677",87,429
"678",88,429
"679",89,429
"680",90,428
"681",91,428
"682",92,429
"683",93,429
"684",94,429
"685",95,429
"686",96,429
"687",97,428
"688",98,428
"689",99,428
"690",100,428
"691",101,428
"692",102,428
"693",103,428
"694",104,428
"695",105,429
"696",106,429
"697",107,429
"698",108,428
"699",109,428
"700",110,428
"701",111,428
"702",112,428
"703",113,428
"704",114,428
"705",115,428
"706",116,428
"707",117,428
"708",118,429
"709",119,429
"710",120,429
"711",121,429
"712",122,429
"713",123,429
"714",124,561
"715",125,429
"716",126,429
"717",127,429
"718",128,429
"719",129,429
"720",130,429
"721",131,429
"722",132,429
"723",133,429
"724",134,429
"725",135,429
"726",136,429
"727",137,429
"728",138,429
"729",139,429
"730",140,429
"731",141,429
"732",142,429
"733",143,429
"734",144,429
"735",145,429
"736",146,429
"737",147,429
"738",148,429
"739",149,429
"740",150,429
"741",151,429
"742",152,429
"743",153,429
"744",154,429
"745",155,429
"746",156,429
"747",157,429
"748",158,429
"749",159,429
"750",160,429
"751",161,429
"752",162,429
"753",163,429
"754",164,429
"755",165,429
"756",166,429
"757",167,429
"758",168,429
"759",169,429
"760",170,429
"761",171,429
"762",172,429
"763",173,429
"764",174,429
"765",175,429
"766",176,429
"767",177,429
"768",178,429
"769",179,429
"770",180,429
"771",181,429
"772",182,429
"773",183,429
"774",184,429
"775",185,429
"776",186,429
"777",187,429
"778",188,429
"779",189,429
"780",190,429
"781",191,429
"782",192,429
"783",193,429
"784",194,429
"785",195,429
"786",196,429
"787",197,429
"788",198,429
"789",199,429
"790",200,429
"791",201,429
"792",202,429
"793",203,429
"794",204,429
"795",205,429
"796",206,429
"797",207,429
"798",208,429
"799",209,429
"800",210,429
"801",211,429
"802",212,429
"803",213,429
"804",214,429
"805",215,429
"806",216,429
"807",217,429
"808",218,429
"809",219,429
"810",220,429
"811",221,429
"812",222,429
"813",223,393
"814",224,429
"815",225,429
"816",226,393
"817",227,393
"818",228,429
"819",229,429
"820",230,429
"821",231,429
"822",232,429
"823",233,429
"824",234,429
"825",235,429
"826",236,429
"827",237,429
"828",238,405
"829",239,429
"830",240,425
"831",241,425
"832",242,428
"833",243,428
"834",244,428
"835",245,428
"836",246,428
"837",247,428
"838",248,428
"839",249,428
"840",250,391
"841",251,220
"842",252,208
"843",253,208
"844",254,148
"845",255,148
"846",256,148
"847",257,148
"848",258,145
"849",259,148
"850",260,148
"851",261,148
"852",262,148
"853",263,148
"854",264,148
"855",265,220
"856",266,220
"857",267,220
"858",268,220
"859",269,220
"860",270,214
"861",271,214
"862",272,220
"863",273,220
"864",274,220
"865",275,220
"866",276,220
"867",277,220
"868",278,220
"869",279,220
"870",280,220
"871",281,220
"872",282,220
"873",283,220
"874",284,220
"875",285,220
"876",286,148
"877",287,172
"878",288,172
"879",289,172
"880",290,172
"881",291,172
"882",292,112
"883",293,112
"884",294,112
"885",295,91
"886",296,111
"887",297,247
"888",298,112
"889",299,112
"890",300,112
"891",301,112
"892",302,112
"893",303,172
"894",304,172
"895",305,196
"896",306,196
"897",307,196
"898",308,196
"899",309,136
"900",310,196
"901",311,196
"902",312,196
"903",1,114
"904",2,114
"905",3,114
"906",4,114
"907",5,114
"908",6,114
"909",7,114
"910",8,114
"911",9,114
"912",10,114
"913",11,114
"914",12,114
"915",13,114
"916",14,114
"917",15,114
"918",16,114
"919",17,114
"920",18,114
"921",19,115
"922",20,115
"923",21,115
"924",22,115
"925",23,115
"926",24,115
"927",25,115
"928",26,115
"929",27,115
"930",28,115
"931",29,115
"932",30,115
"933",31,115
"934",32,115
"935",33,115
"936",34,115
"937",35,115
"938",36,115
"939",37,115
"940",38,115
"941",39,115
"942",40,115
"943",41,115
"944",42,115
"945",43,115
"946",44,115
"947",45,115
"948",46,115
"949",47,115
"950",48,115
"951",49,115
"952",50,115
"953",51,115
"954",52,115
"955",53,115
"956",54,115
"957",55,115
"958",56,115
"959",57,115
"960",58,115
"961",59,115
"962",60,115
"963",61,115
"964",62,115
"965",63,115
"966",64,115
"967",65,115
"968",66,115
"969",67,115
"970",68,115
"971",69,115
"972",70,115
"973",71,115
"974",72,115
"975",73,115
"976",74,115
"977",75,115
"978",76,115
"979",77,115
"980",78,115
"981",79,115
"982",80,115
"983",81,115
"984",82,115
"985",83,115
"986",84,115
"987",85,115
"988",86,115
"989",87,115
"990",88,115
"991",89,115
"992",90,115
"993",91,115
"994",92,115
"995",93,115
"996",94,115
"997",95,115
"998",96,115
"999",97,115
"1000",98,115
"1001",99,115
"1002",100,115
"1003",101,115
"1004",102,115
"1005",103,115
"1006",104,115
"1007",105,115
"1008",106,115
"1009",107,115
"1010",108,115
"1011",109,115
"1012",110,115
"1013",111,115
"1014",112,115
"1015",113,115
"1016",114,115
"1017",115,115
"1018",116,115
"1019",117,115
"1020",118,115
"1021",119,115
"1022",120,115
"1023",121,115
"1024",122,115
"1025",123,115
"1026",124,115
"1027",125,115
"1028",126,115
"1029",127,115
"1030",128,115
"1031",129,115
"1032",130,115
"1033",131,115
"1034",132,115
"1035",133,115
"1036",134,115
"1037",135,115
"1038",136,115
"1039",137,115
"1040",138,115
"1041",139,115
"1042",140,115
"1043",141,115
"1044",142,115
"1045",143,115
"1046",144,115
"1047",145,115
"1048",146,115
"1049",147,115
"1050",148,115
"1051",149,115
"1052",150,115
"1053",151,115
"1054",152,115
"1055",153,115
"1056",154,115
"1057",155,115
"1058",156,115
"1059",157,115
"1060",158,115
"1061",159,115
"1062",160,115
"1063",161,115
"1064",162,115
"1065",163,115
"1066",164,115
"1067",165,115
"1068",166,115
"1069",167,115
"1070",168,115
"1071",169,115
"1072",170,115
"1073",171,115
"1074",172,115
"1075",173,115
"1076",174,115
"1077",175,115
"1078",176,115
"1079",177,115
"1080",178,115
"1081",179,115
"1082",180,115
"1083",181,115
"1084",182,115
"1085",183,115
"1086",184,115
"1087",185,115
"1088",186,115
"1089",187,115
"1090",188,115
"1091",189,115
"1092",190,115
"1093",191,115
"1094",192,115
"1095",193,115
"1096",194,115
"1097",195,115
"1098",196,115
"1099",197,115
"1100",198,115
"1101",199,115
"1102",200,115
"1103",201,115
"1104",202,115
"1105",203,115
"1106",204,115
"1107",205,115
"1108",206,115
"1109",207,115
"1110",208,115
"1111",209,115
"1112",210,115
"1113",211,115
"1114",212,115
"1115",213,115
"1116",214,115
"1117",215,115
"1118",216,115
"1119",217,115
"1120",218,115
"1121",219,115
"1122",220,115
"1123",221,115
"1124",222,115
"1125",223,115
"1126",224,115
"1127",225,115
"1128",226,115
"1129",227,115
"1130",228,115
"1131",229,115
"1132",230,115
"1133",231,115
"1134",232,115
"1135",233,115
"1136",234,115
"1137",235,115
"1138",236,115
"1139",237,115
"1140",238,115
"1141",239,115
"1142",240,115
"1143",241,115
"1144",242,115
"1145",243,115
"1146",244,115
"1147",245,115
"1148",246,115
"1149",247,115
"1150",248,115
"1151",249,115
"1152",250,115
"1153",251,115
"1154",252,115
"1155",253,115
"1156",254,115
"1157",255,115
"1158",256,115
"1159",257,115
"1160",258,115
"1161",259,115
"1162",260,115
"1163",261,115
"1164",262,115
"1165",263,115
"1166",264,115
"1167",265,115
"1168",266,115
"1169",267,115
"1170",268,115
"1171",269,115
"1172",270,115
"1173",271,115
"1174",272,115
"1175",273,115
"1176",274,115
"1177",275,115
"1178",276,115
"1179",277,115
"1180",278,109
"1181",279,109
"1182",280,109
"1183",281,109
"1184",282,109
"1185",283,109
"1186",284,109
"1187",285,109
"1188",286,109
"1189",287,109
"1190",288,109
"1191",289,109
"1192",290,109
"1193",291,109
"1194",292,109
"1195",293,109
"1196",294,109
"1197",295,109
"1198",296,109
"1199",297,109
"1200",298,109
"1201",299,109
"1202",300,109
"1203",301,109
"1204",302,109
"1205",303,109
"1206",304,109
"1207",305,109
"1208",306,109
"1209",307,109
"1210",308,109
"1211",309,109
"1212",310,109
"1213",311,109
"1214",312,109
"1215",313,109
"1216",314,109
"1217",315,109
"1218",316,109
"1219",317,109
"1220",318,109
"1221",319,109
"1222",320,109
"1223",321,109
"1224",322,109
"1225",323,109
"1226",324,109
"1227",325,109
"1228",326,109
"1229",327,109
"1230",328,109
"1231",329,109
"1232",330,109
"1233",331,109
"1234",332,109
"1235",333,109
"1236",334,109
"1237",335,109
"1238",336,109
"1239",337,109
"1240",338,109
"1241",339,109
"1242",340,109
"1243",341,109
"1244",342,109
"1245",343,109
"1246",344,109
"1247",345,109
"1248",346,109
"1249",347,109
"1250",348,109
"1251",349,109
"1252",350,109
"1253",351,109
"1254",352,109
"1255",353,109
"1256",354,109
"1257",355,109
"1258",356,109
"1259",357,109
"1260",358,109
"1261",359,109
"1262",360,109
"1263",361,109
"1264",362,109
"1265",363,109
"1266",364,109
"1267",365,109
"1268",366,109
"1269",367,109
"1270",368,109
"1271",369,109
"1272",370,109
"1273",371,109
"1274",372,109
"1275",373,109
"1276",374,109
"1277",375,109
"1278",376,109
"1279",377,109
"1280",378,109
"1281",379,109
"1282",380,109
"1283",381,109
"1284",382,109
"1285",383,109
"1286",384,109
"1287",385,109
"1288",386,109
"1289",387,109
"1290",388,109
"1291",389,109
"1292",390,109
"1293",391,109
"1294",392,109
"1295",393,109
"1296",394,109
"1297",395,109
"1298",396,109
"1299",397,109
"1300",398,109
"1301",399,109
"1302",400,109
"1303",401,109
"1304",402,109
"1305",403,109
"1306",404,109
"1307",405,109
"1308",406,109
"1309",407,109
"1310",408,109
"1311",409,109
"1312",410,109
"1313",411,109
"1314",412,109
"1315",413,109
"1316",414,109
"1317",415,109
"1318",416,109
"1319",417,109
"1320",418,109
"1321",419,109
"1322",420,109
"1323",421,109
"1324",422,109
"1325",423,109
"1326",424,109
"1327",425,109
"1328",426,109
"1329",427,109
"1330",428,109
"1331",429,109
"1332",430,109
"1333",431,109
"1334",432,109
"1335",433,109
"1336",434,109
"1337",435,109
"1338",436,109
"1339",437,109
"1340",438,109
"1341",439,109
"1342",440,109
"1343",441,109
"1344",442,109
"1345",443,109
"1346",444,109
"1347",445,109
"1348",446,109
"1349",447,109
"1350",448,109
"1351",449,109
"1352",450,109
"1353",451,109
"1354",452,109
"1355",453,109
"1356",454,109
"1357",455,109
"1358",456,109
"1359",457,109
"1360",458,109
"1361",459,109
"1362",460,109
"1363",461,109
"1364",462,109
"1365",463,109
"1366",464,109
"1367",465,109
"1368",466,109
"1369",467,109
"1370",468,109
"1371",469,109
"1372",470,109
"1373",471,109
"1374",472,109
"1375",473,109
"1376",474,109
